Text,Cleaned_Text,Sentiment_Label,Sentiment_Score
"Sure you could put it in milk and eat it like cereal, sprinkle it as a topping on ice cream or fro-yo, but it is perfect enough to snack right out of the bag.  I love how sweet it is.  I am not a fan of dry-barely-sweet granola but the gooey sugary stuff marketed toward children isn't great either (I'd rather eat a cookie or cake).  This hits that midpoint that is perfect when craving a sweet snack (without going for a full-fledged dessert).  The chocolate is perfect and sweet without being bitter like found in many healthier snacks.<br /><br />Nice perk... the zipper closure at the top.  I can never seem to find a ""Chip Clip"" in my house when I need one though I have bought dozens.",sure could put milk eat like cereal sprinkle topping ice cream fro yo perfect enough snack right bag love sweet fan dry barely sweet granola gooey sugary stuff marketed toward child great either rather eat cookie cake hit midpoint perfect craving sweet snack without going full fledged dessert chocolate perfect sweet without bitter like found many healthier snack br br nice perk zipper closure top never seem find chip clip house need one though bought dozen,NEGATIVE,0.959559917
"Our family eats at Taco Bell on the rare occasion, and I've never been a big fan of their food.  Their sauces on the other hand, I've always liked.  And not only is it cheaper and better quality ingredients to make your own tacos for your family, but now you can have the awesome sauces, too.  I really like this one quite a bit.  It's got a little bit of a kick to it, and it's my husband's favorite.<br /><br />A little bit does go along way, and I cannot imagine anyone using the ""serving size"" of 2 tablespoons!  A teaspoon per taco is MORE than enough.  And I like it that way, that you get plenty of value out of the bottle.  Will definitely buy again, and will buy other flavors as well.",family eats taco bell rare occasion never big fan food sauce hand always liked cheaper better quality ingredient make taco family awesome sauce really like one quite bit got little bit kick husband favorite br br little bit go along way imagine anyone using serving size 2 tablespoon teaspoon per taco enough like way get plenty value bottle definitely buy buy flavor well,POSITIVE,0.996251166
"I am surprised by the negative reviews here.  I mean, instant cider (the kind you get in the packets) will never taste like real cider.  This is actually better than the brands of instant cider I have found.  Yes, it is sweet, and the caramel ""finish"" is a nice addition.  This is the only K-Cup product I have found that is sugar free, which I appreciate.  If you enjoy instant cider, I wouldn't hesitate.",surprised negative review mean instant cider kind get packet never taste like real cider actually better brand instant cider found yes sweet caramel finish nice addition k cup product found sugar free appreciate enjoy instant cider hesitate,POSITIVE,0.883886874
good to the last drop. my wife drink it all in about 1-1/2 weeks(pack of 2) thats 48 k-cups. i guess it was good.<br />i guess i will get more.,good last drop wife drink 1 1 2 week pack 2 thats 48 k cup guess good br guess get,NEGATIVE,0.52837497
"I feel like straight coconut water is an acquired taste, but these peach mango ones are just delicious. They aren't too sweet and the mix of peach and mango is more of an accent than a dominant set of flavors. The result is a cool, refreshing beverage in what i consider to be the perfect container size. Where i live, these are priced individually at an average of $1.79, which would be around $21.50 for a twelve pack. So, for the current subscribe & save price of $17.65, you are saving around $4 here on Amazon (if you would have purchased twelve anyway that is).<br />Great taste, competitive price. I am glad to have found these here.",feel like straight coconut water acquired taste peach mango one delicious sweet mix peach mango accent dominant set flavor result cool refreshing beverage consider perfect container size live priced individually average 1 79 would around 21 50 twelve pack current subscribe save price 17 65 saving around 4 amazon would purchased twelve anyway br great taste competitive price glad found,POSITIVE,0.99397558
I remember these from when I was a kid. I have looked for them before. Hope you keep making them,remember kid looked hope keep making,POSITIVE,0.99799192
"Before drinking SAMU, I would have never thought of buying coconut water. SAMU is so refreshing that it has made me a believer!",drinking samu would never thought buying coconut water samu refreshing made believer,POSITIVE,0.998059094
"Yummy!  These cookies are delicious, even more favorable they are organic and organic being sold at a decent price!  Enjoy!",yummy cooky delicious even favorable organic organic sold decent price enjoy,POSITIVE,0.999789774
"Since Joy, our Bischon Frise, started eating this food, her fur is no longer oily.  She smells much better.<br /><br />The pieces are very small and easy for her to eat.",since joy bischon frise started eating food fur longer oily smell much better br br piece small easy eat,NEGATIVE,0.730214953
"This is a terrific seasoning for all kinds of meat. I may even try it on fish. I have used it with beef burritos, chicken enchiladas, tacos, etc. Everytime I use it, my family and friends love it and ask for ""my"" recipe.",terrific seasoning kind meat may even try fish used beef burrito chicken enchilada taco etc everytime use family friend love ask recipe,POSITIVE,0.999078274
